st,stname,year,population,domestics,immigrants,bach_share,efi_score,cm_share,ehs_share,ifpbs_share,nrm_share,ttuhos_share,private_gdp
18,Indiana,2014,6610174,6287251,322923,0.24753279554199772,6.66329261012891,0.3466309492125574,0.09772960164367146,0.2899847770101997,0.018161515407491405,0.24749315672608002,311241.6
19,Iowa,2014,3121790,2967003,154787,0.2785782561151525,5.864102848355933,0.2656119581089356,0.08322630281524282,0.3564929579676239,0.055127259024321314,0.23954152208387636,159429.9
20,Kansas,2014,2911564,2706600,204964,0.31537638358532605,6.972852285808968,0.21291624469066012,0.09502395816013423,0.3665432229393715,0.04060492464894116,0.28491164956089304,132425.2
21,Kentucky,2014,4428854,4268429,160425,0.2274406405338141,5.210047809985011,0.25647603170418004,0.10410753280794594,0.3158698859689898,0.03413490524992606,0.28941164426895827,167861.3
22,Louisiana,2014,4648813,4464543,184270,0.2285574087761866,6.3270171894906,0.2735711555114466,0.09141702717006613,0.2902153905109862,0.060580383344324376,0.2842160434631765,214880.2
23,Maine,2014,1336617,1287542,49075,0.2968671964626402,5.4586592420602145,0.15291068697083954,0.15496838433733764,0.38960434142967104,0.015559387757090384,0.28695719950506143,51269.2
24,Maryland,2014,6010059,5118416,891643,0.3823247230021985,6.354000363479249,0.131560759678328,0.11660968726181477,0.49978118132023,0.0037716756044673862,0.24827669613515996,292400.2
25,Massachusetts,2014,6820869,5755477,1065392,0.4135727465397422,6.457006557381411,0.14807208274238984,0.14427080032825979,0.5011707616073183,0.0020490301385136258,0.20443732518351856,443040.7
26,Michigan,2014,9974914,9328827,646087,0.273967812900074,5.748835376707068,0.25083218102264304,0.10428963997559951,0.37919799175956376,0.010160394622992432,0.2555197926192012,426758.4
27,Minnesota,2014,5474193,5035284,438909,0.3395218477893715,5.381144382439721,0.1968675846167932,0.11025344756352927,0.41319831969118864,0.025299142157787707,0.2543815059707013,304676.7
28,Mississippi,2014,2987656,2924740,62916,0.20895174597797606,5.373983093720857,0.2305007049443877,0.1016142059904163,0.3131852931602062,0.0367893199536481,0.3179104759513416,89883.5
29,Missouri,2014,6060462,5836148,224314,0.275317212547554,6.7843696521888015,0.18272031752775103,0.11156067021293364,0.4130288907920405,0.0180804822963117,0.2746096391709632,266653.5
30,Montana,2014,1025126,1001435,23691,0.28146465941066856,6.033913198873463,0.13414618605729897,0.1169733129780331,0.3409291905709763,0.09508286968954768,0.3128684407041438,39113.3
31,Nebraska,2014,1890242,1769553,120689,0.30235307275887435,6.972921091372652,0.17472174490257242,0.08993790392866222,0.35468856500401147,0.06636276491240566,0.31428902125234826,100848.2
32,Nevada,2014,2808779,2266447,542332,0.22948589707521908,6.243287168392932,0.10149090231054897,0.07143278897400437,0.3728794070575074,0.02873968643659586,0.4254572152213434,128746.2
33,New Hampshire,2014,1339344,1260488,78856,0.35265679180182585,7.649764868138462,0.1416622881960848,0.1270919155036124,0.45827059978424073,0.004000229593751518,0.26897496692231043,67902.5
34,New Jersey,2014,9036406,7071711,1964695,0.37225386499722046,5.390266805984989,0.13356726758461634,0.10315291838837366,0.48187164253561404,0.0018386378991261238,0.2795695335922699,505730.9
35,New Mexico,2014,2095081,1880146,214935,0.2658750769607857,5.217236013204643,0.09810623885918003,0.10542602495543672,0.4025511586452763,0.12021105169340462,0.27370552584670227,69721.0
36,New York,2014,20001317,15480929,4520388,0.34686091597071156,3.9534756973487135,0.08281077279945664,0.09961778422589203,0.6038426134372084,0.0024179215192831334,0.21131090801815972,1370960.5
37,North Carolina,2014,9876774,9118874,757900,0.2868151830528713,6.732855392219331,0.2520880124680624,0.09143102054466774,0.4095256613788426,0.011167982364289683,0.23578732324413756,440298.7
38,North Dakota,2014,744628,717396,27232,0.2574810042808434,7.114569746246635,0.1516528364486496,0.07325733747811694,0.2555996784978952,0.21808192431488124,0.3014082232604571,54512.3
39,Ohio,2014,11648921,11165782,483139,0.26545102056165537,5.099775184653925,0.22906528402974452,0.10759291391379178,0.3982560116956917,0.012736916398622402,0.2523488739621495,555177.7
40,Oklahoma,2014,3871400,3651885,219515,0.24143263976352958,7.292482912853006,0.1619746495146254,0.09070582889995607,0.307900410425642,0.1341390815577799,0.3052800296019966,156988.2
41,Oregon,2014,3965375,3576892,388483,0.3058640255802182,4.7956090158800775,0.20740881837731603,0.11292967989708094,0.40194207480619604,0.02127986574950985,0.25643956116989713,168388.2
42,Pennsylvania,2014,12880907,12061750,819157,0.2881208877302541,6.190711536868225,0.17856650343668273,0.1323486188805588,0.4259233090962165,0.02146346083989434,0.2416981077466477,644888.7
44,Rhode Island,2014,1073245,933459,139786,0.3017190760655322,5.275031772628196,0.12967885696144796,0.1565650172496589,0.46765563371650276,0.002692433658635579,0.2434080584137547,49723.2
45,South Carolina,2014,4789723,4566069,223654,0.2620385958779136,5.75546004210722,0.23909794676481005,0.08572139938639214,0.3705522528512663,0.006952913019843762,0.2976754879776879,172969.3
46,South Dakota,2014,847538,824509,23029,0.26542815434544303,7.795386181567817,0.13987028177456687,0.10577041804829973,0.41289369526319697,0.0765804497706695,0.26488515514326705,44406.6
47,Tennessee,2014,6559452,6236302,323150,0.2544015993685751,7.287625423915498,0.2089664622636053,0.12951357960554521,0.3506713120951857,0.007254538424515467,0.3035941076111483,285071.7
48,Texas,2014,26903208,22414592,4488616,0.2787825615439966,7.681062049315891,0.19960813670721095,0.07453686201054197,0.35539704414327833,0.09035882531145012,0.2800991318275186,1387914.2
49,Utah,2014,2951948,2699545,252403,0.31202251143982246,6.135615520516352,0.1901289325104891,0.08175501980661272,0.4317849230823423,0.03585176858157391,0.26047935601898187,130477.3
50,Vermont,2014,633872,609185,24687,0.36167520502315276,4.982702264350963,0.14297346963478108,0.15041576343115787,0.3997014279373952,0.02222051050687559,0.2846888284897902,27241.6
51,Virginia,2014,8334206,7322701,1011505,0.36632784262779805,7.302204076783241,0.15719079852855278,0.08852259097768399,0.5108450868481612,0.007564843309368865,0.23587668033623313,397500.9
53,Washington,2014,7068971,6138487,930484,0.332429567351628,5.829362742410397,0.20830115018392492,0.0814131959619332,0.43610841060049865,0.015603868858391167,0.2585733743952519,391457.4
54,West Virginia,2014,1852948,1826089,26859,0.19341974154718194,5.30371626400697,0.17750684490256083,0.1251393138991786,0.297134804316315,0.1148413593171203,0.28537767756482524,61910.8
55,Wisconsin,2014,5778789,5503449,275340,0.2851373234384517,5.759229757139347,0.25790435399109757,0.10850406016796159,0.3691083710357631,0.019541065803226204,0.24494214900195152,273349.1
56,Wyoming,2014,580959,557650,23309,0.25876732748203435,6.527814713812831,0.12590964679671132,0.053731216777458915,0.2539140542700425,0.25070531681741676,0.3157397653383704,32872.0
01,Alabama,2015,4909177,4746201,162976,0.24049510014625383,6.298133245347735,0.23673800378585996,0.09667381875654714,0.35871655211070885,0.02345085273739731,0.2844207726094867,174038.5
02,Alaska,2015,739120,676531,62589,0.28327481681087446,4.950450213340797,0.10287892895205498,0.09302708965568483,0.2777949340695317,0.20976546446209607,0.3165335828606324,43022.1
04,Arizona,2015,6705607,5813829,891778,0.27905962554347347,6.817214201986261,0.13964965817168787,0.11192941059669634,0.43439647157489597,0.022402005920271535,0.29162245373644824,267810.5
05,Arkansas,2015,2970210,2826940,143270,0.21484771579985348,6.074733799067675,0.20968199173051452,0.10444278629135098,0.32800807038069785,0.039527040800363324,0.31834011079707336,105391.5
06,California,2015,38966939,28338707,10628232,0.32279996839929187,4.6866227015100845,0.16255068411405552,0.08650232116604073,0.47488279515560766,0.02090039225184591,0.2551638073124501,2230682.3
08,Colorado,2015,5441452,4909184,532268,0.39445046804461964,6.953764228261349,0.13906343519785014,0.08272845347274807,0.452509240940601,0.05360073272077784,0.272098137668023,289882.0
09,Connecticut,2015,3611891,3091573,520318,0.3834140214550066,6.330688151174357,0.15496855116543243,0.11329164468473875,0.5024474018915301,0.0026096502770240953,0.2266827519812745,241279.4
10,Delaware,2015,944716,855081,89635,0.3131504474298583,5.492184926607472,0.10081622443728239,0.08130762662403937,0.6650734141986826,0.006683035239390375,0.1461196995006052,69452.6
12,Florida,2015,20140379,16078187,4062192,0.2855157441853855,7.701578968677983,0.10881753404242361,0.10769359370727158,0.4532831548666067,0.009066754556603628,0.3211389628270944,837191.5
13,Georgia,2015,10191912,9165862,1026050,0.29791222286859287,7.135004945926197,0.16198173266246013,0.08534118474759206,0.45829346681748045,0.010954634378525488,0.28342898139394185,474478.3
15,Hawaii,2015,1446452,1193912,252540,0.3143266093796255,5.272589748655465,0.09870906229190629,0.09923572855499728,0.41373267146921733,0.0081512198074944,0.3801713178763848,66050.1
16,Idaho,2015,1663458,1567194,96264,0.25623603391899835,6.777183355957564,0.17893931919934317,0.10865398237489948,0.3477244913111975,0.07339354019413896,0.29128866692042077,58523.5
17,Illinois,2015,12963110,11124875,1838235,0.3296938898195351,5.88510265130979,0.17245774312729822,0.09447091227481155,0.4460732535342472,0.008682212968375203,0.2783158780952678,743710.1
18,Indiana,2015,6628925,6312151,316774,0.2500891914613583,6.816870133270876,0.33043854969204234,0.1020014902064062,0.29587262002939646,0.01605935201580667,0.25562798805634834,308984.1
19,Iowa,2015,3136310,2993141,143169,0.2719279076685224,6.010015499776621,0.25774678196140477,0.08274306913137962,0.36973300963517275,0.05375814170584081,0.236018997566202,165049.6
20,Kansas,2015,2922703,2702951,219752,0.31718328510600613,7.012581767369313,0.2129441242468451,0.09539198946291852,0.3727979600396304,0.03877044121848089,0.28009548503212517,137413.4
21,Kentucky,2015,4443778,4280496,163282,0.23034197692160593,5.355409610652644,0.24880830705093032,0.10677522073420088,0.31662362722290105,0.03326688954845692,0.2945259554435108,171007.0
22,Louisiana,2015,4670550,4481666,188884,0.23203260953453655,6.270841109379897,0.2633550840132973,0.09574320687903348,0.2973496719489746,0.060987517943604054,0.2825645192150904,212071.5
23,Maine,2015,1335768,1293757,42011,0.30435623428717584,5.603282894468291,0.14423873576340238,0.15597736653010733,0.39051326203739406,0.018639777330640327,0.2906308583384559,52360.3
24,Maryland,2015,6050280,5131010,919270,0.3910043594453104,6.227135421859583,0.13217035073600922,0.11750443743097468,0.49292258476733414,0.0038952170304122594,0.2535074100352697,300252.2
25,Massachusetts,2015,6866661,5755555,1111106,0.41695859144111447,6.696766012623535,0.1478191155544125,0.14284338808332245,0.5005499431190535,0.002280659220459966,0.2065068940227515,461024.4
26,Michigan,2015,9987448,9327540,659908,0.28039563465897965,5.9730553491798295,0.24573544320535992,0.10511829033586376,0.38203773771060145,0.010396266744256316,0.2567122620039186,437653.5
27,Minnesota,2015,5510593,5056463,454130,0.3492221125983072,5.443861315184486,0.1958419772728514,0.11276248687143953,0.4137906993406241,0.02055043407382323,0.2570544024412616,311152.4
28,Mississippi,2015,2985000,2916755,68245,0.20810313453215315,5.268866300069462,0.22328259510092208,0.10232025404597488,0.316557339968333,0.034976781936479635,0.32286302894829044,90119.2
29,Missouri,2015,6077056,5840460,236596,0.27902548654297354,6.6756547045426755,0.1854723057422474,0.11378706815234053,0.4103403932319302,0.013716321778092205,0.2766839110953897,271353.5
30,Montana,2015,1034544,1013523,21021,0.2948493476690323,6.082168270680412,0.13969421270687737,0.11864036755308842,0.3358705224091113,0.09557508665118025,0.31021981067974264,40711.7
31,Nebraska,2015,1904766,1781239,123527,0.2992517427255472,6.94461512556376,0.1624312042749963,0.08972618777925209,0.3635888571390497,0.07189307940230769,0.31236067140439416,104954.8
32,Nevada,2015,2855986,2303435,552551,0.23936752683112486,6.5397612144712065,0.10317846262228939,0.07243120629064677,0.3788224622975993,0.02305746344071688,0.4225104053487477,134231.8
33,New Hampshire,2015,1343764,1268249,75515,0.3551706934340807,7.824163388371208,0.14838903228727982,0.12707172938459452,0.45292900647556944,0.004446293528958928,0.26716393832359736,70630.8
34,New Jersey,2015,9079218,7075224,2003994,0.3777566969224851,5.668600611294675,0.1282759602596113,0.103650238586638,0.4826320039849969,0.002430431362017748,0.28301136580673614,518092.5
35,New Mexico,2015,2096056,1898995,197061,0.2645489009465261,5.091153757563412,0.10352292080113726,0.1083562048726935,0.39275007389266564,0.12418049515123365,0.27119030528226995,70896.8
36,New York,2015,20087023,15506559,4580464,0.3514105143867018,3.9159106546374236,0.08471083909603357,0.10072815153911002,0.6006008876584501,0.0022575103483756204,0.2117026113580309,1404226.6
37,North Carolina,2015,9962464,9173864,788600,0.2951569851553724,6.732685019415161,0.2540767841128862,0.09048659911525836,0.40648277289660706,0.011656210782192743,0.23729763309305563,455018.0
38,North Dakota,2015,762814,737465,25349,0.29775540488001484,6.642593803936079,0.15252153220642123,0.08056626008404476,0.2643317532312519,0.19950588654336568,0.3030745679349165,52752.1
39,Ohio,2015,11674622,11171813,502809,0.2668756808870095,5.555267639677248,0.22014713502807517,0.10876515318531456,0.3969870494804976,0.01460185428698419,0.2594988080191284,564114.9
40,Oklahoma,2015,3900900,3668708,232192,0.2521073159071789,7.113370733482497,0.153435725888554,0.09115047972491988,0.29608991708435584,0.15832904816890808,0.3009948291332622,163961.3
41,Oregon,2015,4018453,3624696,393757,0.3216708912066771,5.099134740988489,0.20630450494534394,0.11422464825766972,0.40089935796303017,0.023329311813986453,0.2552421770199698,177774.4
42,Pennsylvania,2015,12899169,12079464,819705,0.29611892184213373,6.327422420931185,0.17322119893326726,0.13309660067724985,0.425761641601671,0.022253272706800387,0.24566728608101152,660989.9
44,Rhode Island,2015,1077555,931235,146320,0.3269037352881209,5.3632459984114655,0.13542339949043025,0.1574606111279123,0.45588900946202643,0.003385930893802739,0.24784104902582837,50590.8
45,South Carolina,2015,4850136,4618282,231854,0.26719305464269855,6.008623400018272,0.2436172050152694,0.08637217110827637,0.3656496142249985,0.008040936078473407,0.2963200735729824,180040.7
46,South Dakota,2015,852029,824646,27383,0.2755969114185049,7.589826956992095,0.13761483986569026,0.10917819725809882,0.40541844587585335,0.08022835286351243,0.267560164136845,45560.3
47,Tennessee,2015,6613679,6290310,323369,0.25936235468257995,7.44120847168082,0.20616381452002744,0.13373603157312192,0.34810585505825703,0.007503127284870405,0.30449117156372324,296954.3
48,Texas,2015,27394564,22779236,4615328,0.2826320213502967,7.694576234977565,0.19529563196902683,0.07539994666876088,0.35012834112072494,0.09985467305747667,0.2793214071840107,1459773.9
49,Utah,2015,3000449,2754784,245665,0.31647482035075813,6.464078404204859,0.19393953211634649,0.0818189640780262,0.42732682354965845,0.030422954525898042,0.26649172573007074,135902.7
50,Vermont,2015,635912,607623,28289,0.37469964536030076,5.009685210273719,0.14524220382545888,0.15429981870208165,0.3879593426676278,0.02128248254370445,0.2912161522611273,27459.3
51,Virginia,2015,8390494,7374733,1015761,0.36946007186287466,7.24182642553678,0.1581634934338181,0.08946904998572623,0.5055412217269941,0.007633398371954417,0.23919283648150727,406981.3
53,Washington,2015,7181417,6201013,980404,0.34124883091502867,6.038061338385469,0.20898291206162073,0.08142138176346052,0.4293471173224388,0.01886402321636432,0.2613845656361157,412111.5
54,West Virginia,2015,1846270,1814427,31843,0.19718879174604298,5.113382238240123,0.16819615116342607,0.12959689110177525,0.29556069133770696,0.1192162182143121,0.2874300481827795,62201.0
55,Wisconsin,2015,5794536,5506559,287977,0.2874635783760252,6.279034361196904,0.251499053829142,0.10857025603611407,0.3716873332801349,0.022809272474407786,0.2454340843802011,280615.3
56,Wyoming,2015,583671,564991,18680,0.2685710899985574,6.240785044202639,0.13396161612572763,0.05332705642701912,0.24622053258957916,0.2475528947789167,0.31893790007875744,33732.2
01,Alabama,2016,4931579,4770151,161428,0.24720490683022767,6.279871073639114,0.2412944427677602,0.09725775791782847,0.3492493209428871,0.021459556124126682,0.2907389222473975,177596.3
02,Alaska,2016,743397,686721,56676,0.29302297349341105,4.903002079552853,0.0974673757481899,0.09767887819104311,0.27199214150923445,0.19607686468778718,0.33678473986374546,42574.0
04,Arizona,2016,6793278,5870920,922358,0.2865498262765232,6.806021649067094,0.14144575508499344,0.11261130264409208,0.430794611418681,0.022120888122036237,0.2930274427301972,277499.7
05,Arkansas,2016,2980475,2847230,133245,0.22100919468840668,6.029923136142741,0.2070343276236032,0.10717206480384615,0.32906647503232894,0.03530076672449382,0.32142636581572787,106847.5
06,California,2016,39223789,28550662,10673127,0.3296873464862563,4.588222109976261,0.1644682423887627,0.08743949993644447,0.4727776403845651,0.021852841041107057,0.25346177624912064,2298995.6
08,Colorado,2016,5528510,4989233,539277,0.3997405227635581,6.7730369868610145,0.13988464753187102,0.0845451496241476,0.4536054239598801,0.051178951183820084,0.27078582770028103,295831.8
09,Connecticut,2016,3607614,3081679,525935,0.38805304252843503,6.238309152556784,0.14453086377696892,0.11448881363086105,0.5139606318904785,0.0028486252900762157,0.22417106541161538,240703.6
10,Delaware,2016,953146,863038,90108,0.3171267805087491,5.352645533654077,0.09695052313586795,0.08858618233618233,0.6473177006582178,0.007474027409372236,0.15967156646035954,65109.9
12,Florida,2016,20533473,16312146,4221327,0.28664085226975805,7.8079511071407905,0.11315467486759463,0.10727502144265592,0.45033424740597433,0.009030566180571699,0.32020549010320354,868101.3
13,Georgia,2016,10318636,9283744,1034892,0.30570722770466086,7.168413295566882,0.16411531994518397,0.08512741424117001,0.456919597577958,0.010441676784023983,0.28339599145166405,496355.9
15,Hawaii,2016,1456816,1190484,266332,0.3304235285592944,5.3204954389603065,0.10462756934521243,0.10005555340999901,0.4077575732369219,0.008267654546912924,0.3792916494609537,67304.5
16,Idaho,2016,1697093,1601695,95398,0.27285212233454037,6.819349311543564,0.17618596788935223,0.10798769561385979,0.33877847191055405,0.07972462547951398,0.29732323910671987,60989.7
17,Illinois,2016,12944999,11152411,1792588,0.3383100336505276,6.021190986942684,0.1698790765455215,0.09601561769839546,0.4457108920949146,0.011112015471808774,0.2772823981893596,745673.2
18,Indiana,2016,6658719,6311197,347522,0.25720073283179823,6.726646327948618,0.3321079716520396,0.10390999468689598,0.28951791422172535,0.017347268852252306,0.25711685058708694,315616.7
19,Iowa,2016,3149607,2987150,162457,0.2894515632419847,5.977843388190888,0.2347649991017687,0.08519224871752532,0.3850049206138942,0.0527664011894155,0.24227143037739626,165280.9
20,Kansas,2016,2927251,2712584,214667,0.3301840794784688,6.862657654351465,0.21106680870067443,0.09102949342210226,0.3812212741676693,0.04423142439719731,0.2724509993123566,143428.7
21,Kentucky,2016,4457755,4305374,152381,0.23390437202717346,5.074957214505346,0.24347672401793485,0.10861585893771257,0.3178787751021297,0.028481953959189708,0.30154668798303313,173103.7
22,Louisiana,2016,4685576,4499681,185895,0.23263438480340268,6.183777021323265,0.26113591687053317,0.1002955863905297,0.2990228827122815,0.05365541836288396,0.28589019566377166,208089.0
23,Maine,2016,1340292,1289348,50944,0.3063589330832963,5.705127242958453,0.14497978008506568,0.15424879839137684,0.39015465805544963,0.01819418593351722,0.29242257753459067,53505.4
24,Maryland,2016,6080556,5153860,926696,0.39174323824761076,6.219876863381182,0.13819498274399739,0.11495196847141498,0.4922124663932985,0.0038405371821311125,0.250800045209158,312315.0
25,Massachusetts,2016,6909664,5767306,1142358,0.42794253933933224,6.483278294641447,0.1449530261113912,0.14365935677378572,0.5001068460827794,0.0023602107746916816,0.2089205602573519,468831.7
26,Michigan,2016,10017194,9346807,670387,0.2818552552413262,5.957967830279574,0.24505518300577725,0.1056783580823459,0.37801318855979493,0.010184970220821316,0.26106830013126053,447883.0
27,Minnesota,2016,5557028,5104809,452219,0.34445509831268395,5.25126053865754,0.19453907975593943,0.1156461595801617,0.40866047716428944,0.022267793291400505,0.258886490208209,316280.3
28,Mississippi,2016,2984364,2925610,58754,0.21900469324245658,5.1705066463465394,0.22294835098520122,0.10364682238696069,0.3117233131993157,0.03227053033113169,0.3294109830973907,90315.7
29,Missouri,2016,6093343,5839140,254203,0.28553204198620985,6.745478834667836,0.17884658395329125,0.11503297450324888,0.4080955274743384,0.01634084541858932,0.281684068650532,271824.8
30,Montana,2016,1045768,1022446,23322,0.31321175215899916,6.337455917768389,0.12900785350150934,0.12535040144294,0.3394366020767313,0.08713754274333954,0.3190676002354798,39925.3
31,Nebraska,2016,1921616,1781339,140277,0.32335998934722043,6.61343404846082,0.15714671689999368,0.0917219506271164,0.3661883392029884,0.07260579735521909,0.31233719591468245,106144.7
32,Nevada,2016,2904614,2325394,579220,0.23378071214976456,6.4859855296914075,0.1087671284260459,0.0740991075473277,0.37417658040297436,0.025609323288311555,0.41734786033534066,138644.4
33,New Hampshire,2016,1351178,1276069,75109,0.3666808653312893,7.75309014347604,0.1509583212482115,0.12803660369450848,0.4476000682780471,0.004883545684535993,0.26852146109469693,72049.6
34,New Jersey,2016,9122374,7076190,2046184,0.38715192676182497,5.727106499011963,0.13350542002633664,0.10410330989846925,0.4785371450592955,0.0029937143993035804,0.28086041061659517,525108.1
35,New Mexico,2016,2099682,1902684,196998,0.27380713485800845,5.142756334015957,0.10444933914416349,0.1140663296841967,0.3956141840974917,0.11023066787908029,0.27563947919506776,70059.2
36,New York,2016,20148134,15512779,4635355,0.35655646118811873,3.9596244921018644,0.08387735192612303,0.10225001660903041,0.6020722475339961,0.0024005818405603016,0.2093998020902902,1429759.4
37,North Carolina,2016,10072775,9292137,780638,0.3047430713979831,6.709534387943826,0.24575990036557674,0.09100037040814683,0.4098504946827642,0.011752782087276748,0.24163645245623547,465694.3
38,North Dakota,2016,764781,740623,24158,0.2915846170505452,6.229021889162283,0.1485945015483956,0.0900746194900178,0.2767818903604138,0.18700583119193517,0.29754315740923765,48695.5
39,Ohio,2016,11702354,11197980,504374,0.27757878006444625,5.392961733021557,0.21924992617314312,0.10995872383546275,0.3948800590755646,0.01436271143607052,0.2615485794797592,568138.7
40,Oklahoma,2016,3916688,3696915,219773,0.2553721770902165,6.74953701893934,0.14341739072892332,0.09425898434427364,0.30126004936816486,0.15720401887327212,0.30385955668536596,160257.7
41,Oregon,2016,4093165,3696853,396312,0.32588623149985396,5.003053515523977,0.20507891135091494,0.11363084423538897,0.40034717885018184,0.025311461137251978,0.25563160442626226,186487.4
42,Pennsylvania,2016,12918673,12041553,877120,0.30844809334193546,6.303127659617707,0.16932354810803438,0.13370097201235476,0.4306489810384072,0.019126060380161458,0.2472004384610423,671327.4
44,Rhode Island,2016,1082431,929389,153042,0.34428077723120937,5.057578525494278,0.13577041487208963,0.15466366936214104,0.45818799555915996,0.003373936048754754,0.24800398415785452,50802.9
45,South Carolina,2016,4908404,4671666,236738,0.274992259214339,6.134612249850394,0.2436612090200122,0.08584856895791924,0.3652942840441801,0.008360113429160184,0.29683582454872837,186296.5
46,South Dakota,2016,860557,830067,30490,0.29634643083380224,7.431046991607121,0.1412987839012309,0.11096057208701544,0.39979655449573176,0.08043721179461154,0.26750687772141035,45890.6
47,Tennessee,2016,6673101,6340140,332961,0.2617678687372243,7.478875267819316,0.20655280045995156,0.1305292820604149,0.3494805047003674,0.007268572133248192,0.30616884064601807,304862.5
48,Texas,2016,27825975,23124304,4701671,0.28921422214448206,7.48999501196591,0.19343449262689077,0.07870165278335792,0.35230882629918997,0.0914094033795029,0.2841456249110584,1454864.2
49,Utah,2016,3064277,2814684,249593,0.32365901591546886,6.455622358723677,0.1896531590217768,0.08355727265820435,0.4270363471111124,0.02718013726190912,0.2725730839469975,142146.7
50,Vermont,2016,636397,612659,23738,0.3610507464860203,5.010477876975759,0.13931591568850182,0.16035051657921784,0.3868952957934404,0.02156470312471827,0.29187356881412163,27722.2
51,Virginia,2016,8445270,7419007,1026263,0.3814681947959567,7.264661224085118,0.15514842819829106,0.09128604347559426,0.503480588436298,0.007073132028228274,0.24301180786158835,410887.6
53,Washington,2016,7316788,6293445,1023343,0.34885945299568405,6.05765509837315,0.18803969235116885,0.08201854790609744,0.44029499256899274,0.018913277556865744,0.27073348961687527,428695.9
54,West Virginia,2016,1835935,1803877,32058,0.2109995378995872,4.518199222029845,0.16633568589275574,0.13288553581568913,0.2993445282712744,0.11162002109191207,0.2898142289283686,61686.8
55,Wisconsin,2016,5812814,5508942,303872,0.29833534075864665,6.191123050930005,0.24662030952293837,0.11002304958052013,0.3758629520912076,0.019749043822346553,0.2477446449829872,284243.0
56,Wyoming,2016,582007,561550,20457,0.26534297413914376,5.806909579615504,0.12374652958253571,0.05687047577997236,0.25570479583169586,0.2328349032086307,0.3308432955971653,31575.5
01,Alabama,2017,4953096,4775271,177825,0.25586588402574845,6.31010418832291,0.24507784224546597,0.09649143176874789,0.34348284750350816,0.024219061867970616,0.29072881661430744,180865.6
02,Alaska,2017,741937,685156,56781,0.2895899380452125,5.057709021921716,0.09788370341343457,0.1004812644748914,0.2612367394155839,0.2015585366368741,0.33883975605921596,42616.9
04,Arizona,2017,6872380,5960003,912377,0.2915899190470993,5.858244225990002,0.14212516270324993,0.11282893604126637,0.4312517647707004,0.02330151580890202,0.2904926206758814,290406.0
05,Arkansas,2017,2990702,2849449,141253,0.23502838490206363,6.059496442471762,0.20655234812900805,0.10960132733051144,0.32348946055379096,0.03596865137983509,0.32438821260685446,107705.0
06,California,2017,39424315,28833511,10590804,0.33681114824556296,4.738638260713249,0.16777228759184962,0.08570403377036921,0.4746769830543019,0.020320797977539457,0.2515258976059399,2415987.8
08,Colorado,2017,5599635,5045651,553984,0.412094244298499,6.570265625615825,0.13814836888024776,0.08324621652516291,0.45646146180375763,0.050992480272520915,0.2711514725183108,307059.1
09,Connecticut,2017,3607550,3078899,528651,0.38388399409688884,6.290521832285619,0.14585766189217853,0.11229480772385386,0.5219724445065234,0.0022510853447197756,0.21762400053272435,246281.0
10,Delaware,2017,961604,867613,93991,0.3189989812799045,5.568672022791649,0.11126909632988595,0.09394089324629201,0.6216360757112137,0.009881014713440966,0.16327291999916738,62453.1
12,Florida,2017,20868335,16522388,4345947,0.29578308850106416,7.973926962926928,0.1145694087610199,0.10588773641450415,0.4508748571261978,0.008603411146323726,0.3200645865519545,902107.3
13,Georgia,2017,10428854,9369431,1059423,0.30932165119342725,7.335799638562545,0.164635878957181,0.08308512236213743,0.46307050456186855,0.010731656518857581,0.2784768375999554,516630.5
15,Hawaii,2017,1458161,1193608,264553,0.32788068054063507,5.200021602912065,0.0988556943585356,0.10051477856717557,0.40222242133801955,0.007918225068935815,0.39048888066733334,69194.8
16,Idaho,2017,1734888,1638875,96013,0.26794992321272226,6.896679408989594,0.18645771498674266,0.10576912422335667,0.34614270449958445,0.05914440618940203,0.30248605010091417,63172.7
17,Illinois,2017,12922894,11081160,1841734,0.3436830203271467,5.788418095223637,0.17214020312640624,0.09663136194599165,0.44066759259900296,0.01029132252641064,0.28026951980218845,751098.7
18,Indiana,2017,6686218,6335920,350298,0.26885864044166835,6.924970913554446,0.3355796855601265,0.10427647373992616,0.2888382558419062,0.016452753372772726,0.25485283148526827,323635.7
19,Iowa,2017,3162752,3004621,158131,0.2915347348014013,6.06396055628165,0.24389645753524286,0.08502495297532972,0.37211645446670943,0.053707791054621104,0.24525434396809692,165551.5
20,Kansas,2017,2927448,2725625,201823,0.3394394966565656,6.901846689305265,0.2120239360600748,0.09124069958450091,0.3836430020843974,0.03583299973772484,0.277259362533302,144885.9
21,Kentucky,2017,4475829,4301497,174332,0.23877222876313772,5.173646764208803,0.24823796630121203,0.10900520514355902,0.31362779530753065,0.028175495488534704,0.30095353775916356,176018.2
22,Louisiana,2017,4678580,4491841,186739,0.2393404459572197,6.364363577672538,0.2721464853636824,0.09881761179567042,0.2941119303597266,0.052330219517637694,0.2825937529632829,211969.5
23,Maine,2017,1344956,1296443,48513,0.32866557599227547,5.597232101489806,0.14908487014603994,0.15449545181561178,0.38391326956598165,0.017476819639953713,0.295029588832413,54615.0
24,Maryland,2017,6113486,5177434,936052,0.3997927466606054,6.451780785766258,0.1422146276021095,0.11426875317320867,0.4893155967106194,0.004129757617817573,0.2500712648962449,318880.7
